id,models,video_url,prompt,image_url,subject_consistency,temporal_flickering,motion_smoothness,dynamic_degree,aesthetic_quality,imaging_quality,overall_consistency
12,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_051.mp4,a close up shot of a fly,,94.07194697856903,0.9944917057074752,0.9959669699060659,0,0.6331190466880798,65.2511088848114,0.25620150566101074
13,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_058.mp4,crab with shell in aquarium,,93.52421602606773,0.9941643626082177,0.995972729489204,0,0.6300420761108398,66.73420143127441,0.2279505729675293
14,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_062.mp4,alligator in the nature,,93.91179430484772,0.9935046139885397,0.9956749755199905,0,0.6192488670349121,60.907474398612976,0.2640995383262634
15,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_063.mp4,a raccoon climbing a tree,,93.00169080495834,0.9853523385291006,0.9944267948847801,0,0.6111299991607666,67.51066716512044,0.2720926105976105
16,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_065.mp4,group of ring tailed lemurs,,94.81712847948074,0.9947726104773728,0.9961728779032223,0,0.6080347895622253,65.0954037507375,0.3086666464805603
17,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_066.mp4,a clouded leopard on a tree branch,,93.95017799735069,0.9905749040491441,0.9953459139207377,0,0.6219964027404785,66.7546915213267,0.2743641436100006
18,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_068.mp4,an african penguin walking on a beach,,94.50571769475937,0.994892255932677,0.9964936845312218,0,0.6963956356048584,74.26215982437134,0.2206253707408905
19,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_072.mp4,porcupine climbs tree branches,,92.82901605963707,0.9921167831794888,0.9953608196080094,0,0.6501221060752869,71.54619073867798,0.24855256080627441
20,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_073.mp4,close up of a natterjack toad on a rock,,93.46351566910744,0.9959873821221146,0.9963923540266987,0,0.6561623811721802,67.78763564427693,0.2864631116390228
21,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_075.mp4,mother whale swimming with babies,,91.11789044737816,0.9933709415734983,0.996105727219945,0,0.4894750118255615,64.37959726651509,0.23644068837165833
22,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_079.mp4,animation of disposable objects shaped as a whale,,93.34484249353409,0.9961986067248326,0.996395393425884,0,0.5869441032409668,62.35247568289439,0.27531036734580994
23,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_088.mp4,a red panda eating leaves,,94.14332845807076,0.9905273736691942,0.9950415991538408,0,0.6205747723579407,63.70928684870402,0.27342379093170166
24,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_097.mp4,a snail crawling on a leaf,,94.19473111629486,0.9957344999500349,0.996458930966184,0,0.6360949873924255,60.21556452910105,0.2752101421356201
25,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_099.mp4,a beetle emerging from the sand,,89.22076758742332,0.9960712016797533,0.9964966919600152,0,0.491525262594223,54.91582238674164,0.31021571159362793
26,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_105.mp4,a crowd of people in a plaza in front of a government building,,93.92175674438477,0.9914544255125757,0.9954131413278116,0,0.6592802405357361,63.35249602794647,0.22914282977581024
27,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_106.mp4,a church interior,,94.57261535525322,0.9946669723473344,0.9961835971666909,0,0.7418171763420105,72.25316540400188,0.2383575439453125
28,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_109.mp4,abandoned building in the woods,,94.03406897187233,0.9891797093784108,0.994721332344495,0,0.6763434410095215,52.26809585094452,0.2967303693294525
29,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_111.mp4,elegant university building,,94.30161929130554,0.9944822241278256,0.99604933677265,0,0.5478338003158569,71.48827854792277,0.23163986206054688
30,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_121.mp4,modern wooden house interior,,93.97970387339592,0.9939108638202443,0.9958489538147827,0,0.6510745286941528,70.16264812151591,0.26382821798324585
31,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_127.mp4,tower on hill,,93.91733285784721,0.9925073983622532,0.9956500818501705,0,0.8158583045005798,72.92913484573364,0.2410762459039688
32,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_128.mp4,a miniature house,,92.53237342834473,0.9953191841349882,0.9962493900471029,0,0.6960784792900085,52.97866682211558,0.24764195084571838
33,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_129.mp4,eiffel tower from the seine river,,94.72025406360626,0.9955887635548909,0.9962022464248222,0,0.748211145401001,77.1858286857605,0.27005577087402344
34,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_139.mp4,house in village,,93.93231374025345,0.9916657775056128,0.9950878325073027,0,0.6321713924407959,61.75095784664154,0.18958523869514465
35,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_144.mp4,an under construction concrete house,,93.341732442379,0.9956746433295456,0.9964055787863791,0,0.6224987506866455,76.60155328114827,0.2581194043159485
36,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_154.mp4,waterfall and house,,92.92334732413292,0.9929310859418383,0.9955733083103983,0,0.7467077970504761,70.81167070070903,0.29737329483032227
37,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_156.mp4,drone footage of a house on top of the mountain,,93.42814165353775,0.99014251091901,0.9945023963997571,0,0.7226266860961914,71.82576823234558,0.2586337924003601
38,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_162.mp4,view of lifeguard tower on the beach,,94.52135369181633,0.9954200379988727,0.9964038022819767,0,0.792553186416626,73.8622498512268,0.291376531124115
39,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_164.mp4,the landscape in front of a government building,,92.98676151037216,0.9960794801805534,0.9966632993947793,0,0.4922430217266083,45.11247988541921,0.19866149127483368
40,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_168.mp4,fog over temple,,93.0444777905941,0.9950169483820598,0.9962436082673048,0,0.6344897747039795,72.89276162783305,0.27031296491622925
41,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_173.mp4,close up shot of a steel structure,,94.6372617483139,0.9949299728169161,0.9960038118861603,0,0.40685901045799255,68.22034811973572,0.21103966236114502
42,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_174.mp4,the atrium and interior design of a multi floor building,,94.39304906129837,0.9932212530397901,0.9958877225832701,0,0.5953177213668823,75.22038062413533,0.2908250093460083
43,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_181.mp4,a building built with lots of stairways,,94.53100037574768,0.9927760610393449,0.9958211054428815,0,0.5649584531784058,74.13698156674702,0.16163043677806854
44,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_185.mp4,video of a farm and house,,93.38569089770317,0.9916610297034768,0.9952909257982295,0,0.6532273292541504,61.92918725808462,0.17034432291984558
45,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_186.mp4,a dilapidated building made of bricks,,93.23810511827469,0.982130495707194,0.9923520899307053,0,0.5598090887069702,65.41013360023499,0.21732106804847717
46,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_188.mp4,aerial footage of a tall building in cambodia,,93.5441600382328,0.990477377760644,0.9948115629244063,0,0.5368160605430603,67.09581875801086,0.20661117136478424
47,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_191.mp4,exotic house surrounded by trees,,94.31171029806137,0.9907642934836594,0.9951429750033367,0,0.7558643221855164,76.36335031191508,0.25140368938446045
48,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_196.mp4,a video of vessel structure during daytime,,94.4774380326271,0.9955322288999371,0.9962673738684035,0,0.5640361309051514,75.48075779279073,0.08935175091028214
49,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_197.mp4,fire in front of illuminated building at night,,92.34729605913162,0.9958596047233133,0.9963159597591705,0,0.6077975034713745,59.666186372439064,0.26400887966156006
50,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_199.mp4,tilt shot of a solar panel below a light tower,,86.60331982374191,0.9946263589111028,0.9962195334819088,0,0.49727863073349,74.46315391858418,0.22646614909172058
51,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_202.mp4,video of fake blood in wine glass,,92.21051868796349,0.9971004355187509,0.996800391444759,0,0.5433902740478516,54.64871291319529,0.23177111148834229
52,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_207.mp4,a birthday cake in the plate,,94.08495184779167,0.9965260014814489,0.9965534544006963,0,0.7910470366477966,53.88435141245524,0.22578540444374084
53,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_214.mp4,grabbing sourdough neapolitan style pizza slices,,91.24809244275093,0.990160000557993,0.9953230147609857,1,0.6342403888702393,62.1686917146047,0.22107960283756256
54,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_215.mp4,person cooking mushrooms in frying pan,,92.52062079310417,0.9943671352723066,0.9961860102239739,0,0.5306543111801147,58.946844498316445,0.2553809583187103
55,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_217.mp4,slices of kiwi fruit,,94.73818159103394,0.9943051721535477,0.9961834729631328,0,0.6394140124320984,75.02095405260722,0.2801339328289032
56,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_221.mp4,preparing a cocktail drink,,91.74607661366463,0.9932556937722599,0.9959655722366618,1,0.7600299715995789,38.81735090414683,0.20737148821353912
57,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_222.mp4,close up pasta with bacon on plate,,91.98036938905716,0.9840434635386748,0.994387280457698,0,0.7006627321243286,64.84219626585643,0.21052907407283783
58,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_223.mp4,milk and cinnamon rolls,,87.02715158462524,0.9896622302485447,0.9951237741980733,1,0.7327929735183716,72.68887893358867,0.31606367230415344
59,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_224.mp4,boy getting a dumpling using chopsticks,,92.70125475525856,0.996076681099686,0.996613962264102,0,0.6272760629653931,68.4047753016154,0.23450985550880432
60,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_226.mp4,man using his phone while eating,,94.18452560901642,0.9958240929771872,0.9965659490625924,0,0.6129348278045654,69.3144884109497,0.2555239200592041
61,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_235.mp4,spreading cheese on bagel,,90.64274424314499,0.991011718675202,0.9954660200474594,1,0.5863684415817261,66.287486632665,0.2960737943649292
62,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_236.mp4,close up view of a man drinking red wine,,92.23838219046593,0.9960069132786171,0.996529324676638,0,0.5613105297088623,50.815731167793274,0.2934264540672302
63,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_237.mp4,a couple having breakfast in a restaurant,,93.4562329351902,0.9951400125727934,0.9962443785145517,0,0.6764389276504517,72.3132511774699,0.2533062994480133
64,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_238.mp4,a student eating her sandwich,,92.49121138453484,0.9945511383168838,0.9961570240096193,0,0.634419858455658,69.1289411385854,0.24739983677864075
65,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_239.mp4,girl peeling a banana,,91.88372319936752,0.9944449471492394,0.9963088031496372,0,0.6673852801322937,70.61989935239156,0.27472880482673645
66,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_244.mp4,making of a burrito,,88.60336884856224,0.9931065994150499,0.9959087859274983,0,0.5931381583213806,59.73197762171427,0.2599027156829834
67,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_246.mp4,a chef cutting sushi rolls,,93.25997391343117,0.9897867885290408,0.9956249359666228,0,0.5726698637008667,61.750402092933655,0.26604875922203064
68,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_255.mp4,tuna sashimi on a plate,,94.26870957016945,0.995390661090028,0.9963949617355715,0,0.6156085729598999,71.23552878697713,0.2936505973339081
69,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_258.mp4,a woman cutting a tomato,,93.2250796854496,0.9949522948732563,0.9962124622124885,0,0.6860253214836121,66.66539760430653,0.24616405367851257
70,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_265.mp4,preparing a healthy broccoli dish,,94.05343696475029,0.9919190986483705,0.9956384964282792,0,0.5529044270515442,70.38858556747437,0.2344348132610321
71,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_267.mp4,close up video of a grilled shrimp skewer,,89.2588112950325,0.9873776239507338,0.9933926698355287,0,0.6807302236557007,49.60707314809164,0.2532162070274353
72,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_268.mp4,a woman mixing a smoothie drinks,,91.98092323541641,0.9947041647106993,0.996202132869488,0,0.7367145419120789,71.44644872347514,0.2073250114917755
73,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_269.mp4,close up video of woman having a bite of jelly,,89.7925357222557,0.9961798095235638,0.9963065167907861,0,0.5555750131607056,46.28493599096934,0.26322999596595764
74,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_282.mp4,little boy pretending to eat the watermelon,,93.82385820150375,0.9958325044781554,0.9963854979594259,0,0.8606964945793152,72.76419138908386,0.2651926875114441
75,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_288.mp4,adding fresh herbs to soup dish,,91.53108930587769,0.9942475220736335,0.9958857259641336,0,0.6303766965866089,69.54236165682475,0.21597349643707275
76,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_301.mp4,people carving a pumpkin,,91.5410877764225,0.9926333072138768,0.9958016581080873,0,0.6287636756896973,50.32003724575043,0.22518402338027954
77,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_312.mp4,a family posing for the camera,,94.46483942866325,0.9961008890002382,0.9965828270889926,0,0.7393487691879272,76.2700165907542,0.22029712796211243
78,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_315.mp4,a girl in her tennis sportswear,,94.41619938611984,0.9952775894426832,0.9960477223321571,0,0.6975609064102173,66.81404344240825,0.19181910157203674
79,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_320.mp4,a woman with her child sitting on a couch in the living room,,94.8546296954155,0.9976108333643745,0.9969994317233253,0,0.6246493458747864,74.53820037841797,0.23661074042320251
80,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_323.mp4,friends talking while on the basketball court,,92.01112797856331,0.9840884807063084,0.9940830340297646,1,0.7353643774986267,67.56059110164642,0.20361174643039703
81,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_325.mp4,a group of campers with a cute dog,,92.2526031434536,0.9939892586539774,0.9960761524725986,0,0.668892502784729,69.88846802711487,0.24595434963703156
82,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_326.mp4,a group of photographers taking pictures at the north western gardens in llandudno north wales,,93.0519171655178,0.9808986719916849,0.991924375520868,0,0.4471203684806824,65.87523853778839,0.2166799008846283
83,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_327.mp4,a group of students laughing and talking,,92.95887517929077,0.9944796024584303,0.9961282671950441,0,0.6629854440689087,69.93223818143208,0.25954169034957886
84,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_333.mp4,a young athlete training in swimming,,94.9615198969841,0.9975188327770607,0.9969545615225609,0,0.6345626711845398,60.759694536527,0.21303445100784302
85,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_334.mp4,chess player dusting a chessboard,,92.12694036960602,0.9895389229643579,0.99505839495229,0,0.560078501701355,53.43931293487549,0.2528229355812073
86,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_335.mp4,baseball player holding his bat,,94.42383778095245,0.9962231334517984,0.9965830566430941,0,0.7865579128265381,67.56836287180583,0.21425846219062805
87,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_344.mp4,man and a woman eating while watching a movie,,93.63698023557663,0.993511217248206,0.9958795294951727,0,0.6439677476882935,74.87927015622456,0.24210353195667267
88,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_359.mp4,chef wearing his gloves properly,,92.30258736014366,0.9946879943211874,0.9964064899039693,0,0.6482552289962769,62.806155840555824,0.23016580939292908
89,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_362.mp4,a girl pushing the chair while her sister is on the chair,,93.33235710859299,0.9940049853979372,0.9959831691724952,0,0.6907152533531189,73.03797642389934,0.2033332884311676
90,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_370.mp4,teacher holding a marker while talking,,92.8893266916275,0.9964343120070065,0.9966595891832104,0,0.6015162467956543,66.63302214940389,0.2117691934108734
91,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_373.mp4,a student showing his classmates his wand,,92.16364297270775,0.9934557924083635,0.9960307041555834,0,0.5411116480827332,62.127047618230186,0.24650561809539795
92,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_377.mp4,female talking to a psychiatrist in a therapy session,,91.30544212460518,0.9919716507780786,0.9956966282974227,0,0.6080064177513123,73.37579703330994,0.19303375482559204
93,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_378.mp4,young female activist posing with flag,,94.20834937691689,0.9961953464676352,0.9965784249229147,0,0.715854287147522,71.75750946998596,0.2189999222755432
94,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_379.mp4,a man in a hoodie and woman with a red bandana talking to each other and smiling,,94.13140764832497,0.9958671336080513,0.9965035418544046,0,0.7516130208969116,70.52924696604411,0.21551012992858887
95,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_383.mp4,a farm worker harvesting onions,,92.6179464161396,0.9883593016979741,0.9942304274132864,0,0.6107871532440186,76.97829763094585,0.23249706625938416
96,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_385.mp4,worker and client at barber shop,,93.59452676773071,0.9942514419555664,0.9961443810441993,0,0.6941546201705933,58.52355579535166,0.25510820746421814
97,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_394.mp4,a man holding a best actor trophy,,94.09565430879593,0.9961685542966805,0.9965779944928991,0,0.5452334880828857,66.7813310623169,0.2414865344762802
98,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_396.mp4,a young singer performing on stage,,91.80228143930435,0.9939986771228266,0.9961281220551231,0,0.694111704826355,64.0457348426183,0.18967577815055847
99,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_397.mp4,young dancer practicing at home,,91.63681268692017,0.9959504328522027,0.9966847407509548,0,0.7319871783256531,64.91111612319946,0.19219566881656647
100,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_399.mp4,cab driver talking to passenger,,92.51493129134178,0.9907293244904163,0.9950541515321969,0,0.6665643453598022,54.06910769144694,0.21181026101112366
101,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_402.mp4,little boy helping mother in kitchen,,93.05976358056068,0.9950680830899407,0.9962233311426593,0,0.602902352809906,65.64827398459117,0.17278292775154114
102,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_405.mp4,candle burning in dark room,,94.17152801156044,0.9971905266537385,0.9966870285501455,0,0.5207351446151733,41.77104938030243,0.2189587503671646
103,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_413.mp4,young people celebrating new year at the office,,89.54051733016968,0.991259401919795,0.9953946003780636,0,0.7110070586204529,53.98449639479319,0.2355460822582245
104,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_417.mp4,dog on floor in room,,93.23478516936302,0.9972005315855438,0.9968540718676386,0,0.6023064851760864,66.05448563893636,0.21173277497291565
105,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_418.mp4,turning on a fluorescent light inside a room,,93.60693255066872,0.9964432536386976,0.9965292251388932,0,0.48244673013687134,38.525272369384766,0.19813449680805206
106,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_419.mp4,colleagues talking to each other near the office windows,,93.26117467880249,0.9953072398316627,0.9964023061293621,0,0.6485745906829834,72.041641553243,0.19843760132789612
107,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_421.mp4,music room,,94.13454401493073,0.9940055024390128,0.9957679416131816,0,0.7034540176391602,69.8384735584259,0.2287316620349884
108,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_425.mp4,an elegant ceramic plant pot and hanging plant on indoor,,94.2446340918541,0.994428152664035,0.996053298194853,0,0.49546894431114197,59.97628323237101,0.24322998523712158
109,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_429.mp4,firewood burning in dark room,,90.87477412819862,0.9910538374208937,0.9940376509138305,0,0.6697089076042175,63.449039379755654,0.16173048317432404
110,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_437.mp4,modern interior design of a coffee shop,,94.33702674508095,0.9957292809205897,0.996438399210098,0,0.5911635160446167,77.33509667714436,0.2707377076148987
111,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_440.mp4,a room of a manufacturing facility,,94.35390713810921,0.9956648078619265,0.9965011742449756,0,0.6220666766166687,66.13415765762329,0.22636815905570984
112,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_451.mp4,bedroom in hotel,,94.3550828397274,0.9954333679348815,0.9963551696058974,0,0.6336232423782349,75.21503814061482,0.2439037412405014
113,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_461.mp4,a man entering the gym locker room,,91.30909517407417,0.9953456972159591,0.9963166236270602,0,0.7326997518539429,59.99335662523905,0.2819444537162781
114,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_465.mp4,indoor farm in a greenhouse,,94.12576195597649,0.9956013557957668,0.9963732474607885,0,0.6150450706481934,55.03950162728628,0.243953138589859
115,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_470.mp4,indoor wall climbing activity,,93.3805281817913,0.9930580419652603,0.9958000761523934,0,0.5814547538757324,55.93463011582693,0.24583348631858826
116,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_474.mp4,baby in the shower room,,94.39916756749153,0.9972361688520394,0.9966727462212159,0,0.683311939239502,74.44966538747151,0.19821539521217346
117,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_476.mp4,a bedroom with a brick wall,,92.92621111869812,0.9923508059744741,0.9954913100421142,1,0.5133379697799683,75.76556221644084,0.3264375329017639
118,gen2,https://video-generation-result2.s3.ap-northeast-2.amazonaws.com/gen2/gen2_483.mp4,person assembling furniture,,92.58046919107437,0.9952556703604903,0.9964675826737978,0,0.5173290371894836,56.71808115641276,0.18461564183235168
